,material_id,elasticity.G_VRH predicted,elasticity.G_VRH
2383,mp-980191,9.573184842365187,8.0
2364,mp-1013708,11.0,8.0
353,mp-1880,21.09316585145548,8.0
2280,mp-569149,6.1171515874176645,8.0
2173,mp-10381,9.529954641030393,8.0
2158,mp-23291,8.0,8.0
1424,mp-27456,8.48348423160064,8.0
2118,mp-9924,14.0,8.0
1380,mp-571033,35.0,8.0
1377,mp-1039368,13.707293060125005,8.0
1475,mp-32884,7.666666666666668,8.0
1300,mp-16913,18.124018275456454,8.0
1504,mp-557523,12.666666666666664,8.0
1291,mp-504600,10.510739243379447,8.0
1218,mp-545756,32.0,8.0
1194,mp-23295,12.0,8.0
1601,mp-22865,6.0,8.0
1647,mp-999197,13.0,8.0
930,mp-754596,22.89839899513361,8.0
912,mp-8666,7.670482758944454,8.0
892,mp-23353,3.9379416458257928,8.0
1900,mp-989551,21.316452806905154,8.0
884,mp-978798,5.0,8.0
862,mp-973533,24.82452674955311,8.0
829,mp-15556,8.059939034054173,8.0
1904,mp-1581,61.65324922432607,8.0
766,mp-4674,3.527460873021217,8.0
1922,mp-7457,31.921992428084394,8.0
1954,mp-14018,10.146231205339888,8.0
1961,mp-570303,6.003969549197768,8.0
606,mp-541837,28.0,8.0
596,mp-16366,11.9248514557065,8.0
591,mp-30943,13.041491888494905,8.0
578,mp-32539,27.228470362048327,8.0
554,mp-8976,9.0,8.0
2132,mp-571124,7.319044453769928,8.0
860,mp-978282,11.0,8.0
0,mp-556225,7.666666666666668,8.0
72,mp-752401,51.258845644268035,8.0
200,mp-1019612,4.043933634601301,8.0
327,mp-768368,11.194642123101715,9.0
579,mp-976775,36.69296327684826,9.0
1543,mp-8753,8.731314840858957,9.0
1575,mp-4405,8.52355098571339,9.0
524,mp-989405,5.897913975016631,9.0
2375,mp-568866,14.53632118226619,9.0
1743,mp-1038972,12.333333333333336,9.0
1791,mp-555464,19.897322825850264,9.0
10,mvc-13133,21.27949927087447,9.0
1843,mp-10674,26.18249929196769,9.0
2213,mp-30485,6.5,9.0
1910,mp-973767,20.385849943142,9.0
1933,mp-982981,23.738124713792462,9.0
1934,mp-10718,22.03512071036223,9.0
416,mp-3138,15.906132674629687,9.0
2344,mp-997108,23.664265746796865,9.0
2038,mp-2809,5.2458905680167325,9.0
2059,mp-974789,5.6055844081908015,9.0
2140,mp-634657,16.92260814209865,9.0
346,mp-743,7.0,9.0
333,mp-541449,13.310708335770125,9.0
1505,mp-999047,70.64646564465154,9.0
2396,mp-8191,6.0,9.0
836,mp-3849,19.1861605519736,9.0
751,mp-989538,21.87598280078916,9.0
1095,mp-754417,4.832600207003381,9.0
1204,mp-1025185,9.899216930059783,9.0
1157,mp-28872,26.453819447052034,9.0
649,mp-568598,3.9379416458257928,9.0
765,mp-2642,13.431969901446458,9.0
710,mp-32536,88.15286521399517,9.0
1384,mp-1013716,10.105679050988623,9.0
1390,mp-975882,17.01593811488697,9.0
619,mp-11555,45.66362453252372,9.0
1407,mp-1836,4.0,9.0
2187,mp-643367,21.538243588854236,10.0
758,mp-1866,12.330461978967804,10.0
984,mp-998344,6.432781780862127,10.0
2096,mp-2079,10.228956780287461,10.0
1062,mp-9996,77.0,10.0
2047,mp-972285,5.718670891476716,10.0
1068,mp-2800,76.54940191450372,10.0
2025,mp-975904,4.0,10.0
310,mp-2507,10.0,10.0
1980,mp-1902,63.30702098825201,10.0
951,mp-1013714,11.800661485363262,10.0
99,mp-971920,23.936098453053702,10.0
131,mp-2089,10.616725486094358,10.0
1160,mp-23227,10.333333333333334,10.0
1441,mp-644419,10.0,10.0
1861,mp-33365,51.34644651731264,10.0
464,mp-570910,8.887035776741733,10.0
130,mp-862890,16.18100966663549,10.0
1823,mp-979955,13.191099749347154,10.0
118,mp-665,14.17650587738044,10.0
1767,mp-13946,23.243119064648727,10.0
64,mp-1525,20.0,10.0
1281,mp-27838,9.0,10.0
513,mp-10275,12.098148258489706,10.0
106,mp-561490,41.45101859928421,10.0
2240,mp-5558,86.3645353453527,10.0
1453,mp-975373,52.198381639013135,10.0
1116,mp-973940,7.8408274254459025,10.0
2267,mp-31043,4.7443250013588205,10.0
1343,mp-627,33.48143850452865,10.0
267,mp-11719,8.880592549745197,10.0
264,mp-1025312,48.21412372510294,10.0
2337,mp-981214,14.124283909932279,10.0
1311,mp-20729,31.450922121062533,11.0
1084,mp-545482,44.45430669439682,11.0
2319,mp-862289,13.802206920713429,11.0
2060,mp-441,6.61183115174879,11.0
803,mp-3970,14.164836860219983,11.0
2202,mp-7470,24.08375395158411,11.0
1841,mp-28497,6.4001327284755645,11.0
1383,mp-782035,100.0,11.0
189,mp-27176,12.605385244325845,11.0
982,mp-7387,15.235362883568024,11.0
2186,mp-10165,10.823378202533734,11.0
819,mp-978907,20.59337531035783,11.0
2174,mp-9778,9.827288592042937,11.0
1864,mp-4584,62.81798445334532,11.0
1550,mp-570354,10.333333333333334,11.0
1271,mp-979263,21.384321963209203,11.0
1247,mp-5461,49.756556195681256,11.0
1844,mp-556742,10.0,11.0
171,mp-867908,16.147885628383953,11.0
1966,mp-862927,10.690912953758536,11.0
2349,mp-1852,14.833681487652914,11.0
1546,mp-865563,26.669300226954228,11.0
1771,mp-8187,17.237075063496327,11.0
1956,mp-777801,25.0,11.0
203,mp-2786,8.603252678891486,11.0
1542,mp-6960,10.717358572752726,11.0
777,mp-2564,14.54714525631942,11.0
1297,mp-9845,12.710732958724744,11.0
2157,mp-1025099,15.802669155273154,11.0
215,mp-643260,18.769647863732146,11.0
970,mp-863707,10.311561797554656,11.0
44,mp-695998,14.814998168697768,11.0
1882,mp-1907,18.492216455551702,12.0
1420,mp-9922,11.493967789502307,12.0
414,mp-867248,16.29330625701012,12.0
556,mp-861905,17.92208580418055,12.0
2352,mp-861881,25.26554731548117,12.0
2333,mp-556856,19.0,12.0
11,mp-38605,12.097004561132447,12.0
1990,mp-865116,12.162659851586653,12.0
1650,mp-21028,11.031138890898642,12.0
187,mp-20320,15.0,12.0
780,mp-20793,19.333712811537584,12.0
950,mp-409,11.799374114795027,12.0
73,mp-972536,21.484529880292417,12.0
1720,mp-978652,21.609333519249244,12.0
2081,mp-27678,12.558304700993414,12.0
78,mp-775001,55.0,12.0
135,mp-31326,19.351944679490913,12.0
1595,mp-865171,10.068111239013987,12.0
1545,mp-12614,10.193667468558543,12.0
2019,mp-15668,13.55859423229362,12.0
1206,mp-1019105,13.979270790873914,12.0
1240,mp-998554,12.078269295858894,12.0
938,mp-977230,18.0,12.0
2322,mp-1029756,11.457927978525653,12.0
2248,mp-567441,15.360289740664882,12.0
1188,mp-542791,14.0,12.0
2203,mp-985283,21.0,12.0
18,mp-2194,36.23221124186522,12.0
1727,mp-28323,9.328350811442329,12.0
2324,mp-19765,15.11857171778029,12.0
1858,mp-7555,21.016816489865803,12.0
2169,mp-21273,51.0,12.0
1402,mp-7472,20.371390726575246,12.0
1277,mp-7439,10.943222133374931,12.0
668,mp-29529,31.539105042806288,12.0
1027,mp-774873,14.0,12.0
795,mp-1030827,15.82676664643905,12.0
2237,mp-977224,65.05898277790646,13.0
2044,mp-21483,12.553971975193999,13.0
1525,mp-865582,14.397982037454186,13.0
1346,mp-865731,14.204182118689893,13.0
65,mp-978953,16.56204650570666,13.0
210,mp-1007637,11.67846989922487,13.0
245,mp-20408,16.35850171156225,13.0
469,mp-862732,31.14001398297896,13.0
1294,mp-862837,16.980038127756178,13.0
1544,mp-22924,14.839499400480175,13.0
2261,mp-604910,20.0,13.0
1577,mp-27393,22.87993360152547,13.0
2437,mp-980054,18.93977095465066,13.0
2455,mp-22483,11.38618462771096,13.0
660,mp-4198,15.598064048179019,13.0
2034,mp-23159,15.16981375233244,13.0
1942,mp-7569,14.271672014030196,13.0
412,mp-685146,15.666666666666664,13.0
2362,mp-1891,32.17731205277066,13.0
1451,mp-861883,13.117843114816287,13.0
527,mp-950995,16.122329204512205,13.0
603,mp-985059,15.719029795459221,13.0
1484,mp-22693,31.85630287784377,13.0
330,mp-1039124,12.333333333333336,13.0
516,mp-989585,20.85581291663784,13.0
1855,mp-12572,59.40235618132822,13.0
1895,mp-560562,19.55708920243823,13.0
901,mp-2051,17.073127194515756,13.0
2394,mp-12779,15.666666666666664,13.0
2073,mp-4494,28.384192309833043,13.0
2069,mp-16341,21.21246149372943,13.0
783,mp-979038,34.704976998845844,13.0
2164,mp-23846,9.90722101781432,13.0
2416,mp-157,1.0,13.0
368,mp-862860,16.68074592928245,13.0
156,mp-867255,19.354014212170686,14.0
1558,mp-30301,16.198648692226822,14.0
48,mp-570749,11.060920046297483,14.0
1813,mp-700,45.0,14.0
1567,mp-865115,12.231406895551979,14.0
431,mvc-11438,66.0,14.0
692,mp-570896,21.82118098943462,14.0
1695,mp-28044,4.118874084385787,14.0
1898,mp-977418,21.252685071557934,14.0
459,mp-10102,14.112464715193925,14.0
444,mp-7834,13.75,14.0
199,mp-10918,16.152747471213768,14.0
1185,mp-985302,15.070363266187105,14.0
1850,mp-11132,15.669506892276615,14.0
1627,mp-2418,15.130803905528882,14.0
933,mp-546279,35.26719238289931,14.0
1151,mp-4354,34.77755681217535,14.0
754,mp-569054,21.91874034355917,14.0
864,mp-1598,13.125698789902835,14.0
840,mp-1025360,18.799551052581872,14.0
647,mp-1802,14.0,14.0
643,mp-8601,14.190673771328225,14.0
309,mp-675045,30.05754674120665,14.0
728,mp-1018703,29.33333333333333,14.0
842,mp-2371,15.804363625338139,14.0
110,mp-1018150,19.0,14.0
757,mp-21253,24.18411670364037,14.0
2192,mp-11571,32.602560329974864,14.0
1411,mp-1013526,12.666666666666664,14.0
347,mp-8255,19.59004154711896,14.0
1149,mp-1039434,16.887764872132212,14.0
774,mp-510346,7.733532741298369,14.0
594,mp-9349,41.37625945244072,14.0
1213,mp-984714,7.467309278092746,14.0
931,mp-37091,15.279204392296775,14.0
1537,mp-406,15.666666666666664,14.0
378,mp-552934,26.090014485886112,14.0
2386,mp-10955,13.324873919040366,14.0
586,mp-1592,13.0,14.0
158,mp-7434,12.694548421027115,14.0
9,mp-7911,62.38299618834135,14.0
2012,mp-570538,8.0,14.0
778,mp-557929,19.391890666225574,14.0
1212,mp-11882,19.826866195947712,14.0
329,mp-35308,15.915968411103108,15.0
1736,mp-19795,21.97542443067966,15.0
2002,mp-11180,20.817281473620056,15.0
2234,mp-961688,31.633942327562753,15.0
124,mp-18167,9.131902018292942,15.0
343,mp-673245,10.25,15.0
662,mp-867876,19.511852041794874,15.0
967,mp-1029566,27.398361983101374,15.0
932,mp-998949,97.50764537518015,15.0
2263,mp-902,9.99180435878326,15.0
1810,mp-568596,18.149606301777318,15.0
792,mp-1264,17.187806193096687,15.0
2270,mp-8624,38.0,15.0
1775,mp-541047,22.446285302913733,15.0
571,mp-706,15.321749800426586,15.0
1989,mp-984351,23.352847777082676,15.0
1971,mp-865987,11.800650146843335,15.0
1491,mp-20832,14.756810058680284,15.0
952,mp-22464,16.384592136515643,15.0
785,mp-8389,13.437738387749286,15.0
1884,mp-23959,8.521119596702004,15.0
2082,mp-978273,18.0,15.0
1139,mp-1008733,42.75,15.0
2459,mp-1009222,25.0,15.0
538,mp-13270,17.018893830853994,15.0
2376,mp-971951,31.893887342506307,15.0
2442,mp-754826,38.436638713453505,15.0
1019,mp-567597,11.333333333333336,15.0
772,mp-979938,8.651976669394834,15.0
1117,mp-1123,22.0,15.0
122,mp-1690,8.5,15.0
1663,mp-862556,41.232637376067494,15.0
1665,mp-559492,30.253996559738823,16.0
2372,mp-872,10.960309815386882,16.0
1503,mp-976262,14.046234978918474,16.0
1506,mp-981934,87.94742257979976,16.0
188,mp-1013733,18.60249792262092,16.0
644,mp-972455,19.97326571770307,16.0
1202,mp-984719,23.40829793463807,16.0
1306,mp-560037,27.9950017579642,16.0
1196,mp-30042,25.39947621022995,16.0
784,mp-861643,19.158012258423312,16.0
1519,mp-13031,30.5,16.0
1348,mp-865098,17.020389197426983,16.0
669,mp-976239,14.046234978918474,16.0
1737,mp-13459,16.38819704306954,16.0
1438,mp-574239,16.472367906477338,16.0
2425,mp-11375,20.794320812034346,16.0
2424,mp-23339,52.78419937779415,16.0
172,mp-977181,45.19873939713395,16.0
1497,mp-21318,18.446134417916134,16.0
1387,mp-690785,17.915018040945935,16.0
1257,mp-7149,10.560279879326393,16.0
894,mp-5014,15.0,16.0
382,mp-13444,19.0,16.0
1132,mp-21185,28.611216063889586,16.0
2061,mp-998307,5.771960311979398,16.0
1992,mp-974782,17.881617164295754,16.0
2095,mp-11175,16.360312830598374,16.0
1148,mp-976272,6.986610391315716,16.0
1169,mp-21489,19.24560638650087,16.0
443,mp-21328,58.6983074138109,16.0
817,mp-7909,13.4452638095049,16.0
49,mp-1444,23.0,16.0
1903,mp-30434,15.826244235488145,16.0
743,mp-975801,18.35833923516648,16.0
1856,mp-777595,25.0,16.0
152,mp-510347,13.191639039182611,16.0
1915,mp-19819,31.0,16.0
2367,mp-973893,23.268041891551885,16.0
1069,mp-12599,17.245841044123384,16.0
2281,mp-1008876,40.5642202489458,16.0
1819,mp-31144,9.344156614662896,16.0
1923,mp-972494,27.0,16.0
2360,mp-571264,13.52557067873332,16.0
1037,mp-556536,26.800793256503237,16.0
2209,mp-30419,19.407947749649196,16.0
1940,mp-1984,8.5,17.0
1618,mp-29623,19.050921038717814,17.0
1579,mp-1008483,25.5,17.0
1600,mp-978973,20.127820599572186,17.0
1598,mp-676586,33.670845793808496,17.0
882,mp-571270,13.25,17.0
2000,mp-30834,27.05736210747121,17.0
2351,mp-978274,12.333333333333336,17.0
1788,mp-696752,8.521119596702004,17.0
2089,mp-979434,18.874100887768797,17.0
390,mp-865866,40.140428637927975,17.0
1283,mp-12699,16.695035042003695,17.0
1045,mp-973155,52.641440167802095,17.0
305,mp-4899,20.400957966910546,17.0
2242,mp-976291,22.964738714954947,17.0
1341,mp-996983,17.0,17.0
846,mp-2125,23.5,17.0
849,mp-23211,13.136388123701172,17.0
2020,mp-2242,15.0,17.0
855,mp-2469,12.0,17.0
614,mp-28599,20.511776555678075,17.0
718,mp-979429,25.2241530273626,17.0
2113,mp-675460,27.93796570757559,17.0
2105,mp-9068,14.001438756008403,17.0
180,mp-20486,36.109840467326265,17.0
1645,mp-865815,22.291577645193204,17.0
2039,mp-978975,18.737578941367637,17.0
2144,mp-754483,28.147528017670652,17.0
268,mp-978095,16.614592769768862,17.0
1013,mp-978547,21.52364785725362,17.0
155,mp-11582,18.492629301158022,17.0
1703,mvc-15843,28.39971292953032,17.0
1829,mp-975896,16.911085207317765,17.0
1707,mp-13868,21.523859862157774,17.0
1854,mp-949028,28.5,17.0
1883,mp-2231,11.5,17.0
1838,mp-12751,51.32985615224678,17.0
907,mp-975522,19.755559096046813,17.0
1662,mp-4836,26.16289971668357,17.0
1753,mp-510430,18.456978027035532,17.0
1868,mp-866079,34.558736814428336,17.0
2079,mp-6328,23.471366537662764,18.0
1655,mp-979962,17.549918402549785,18.0
90,mp-864668,17.66072052275698,18.0
377,mp-984765,11.489827584580286,18.0
1688,mp-31703,23.00815486523813,18.0
2225,mp-11374,19.559312998736814,18.0
196,mp-561598,54.69670427681518,18.0
1693,mp-153,10.0,18.0
1691,mp-1013588,24.36824634926887,18.0
1490,mp-866199,17.024042308386587,18.0
2103,mp-19966,27.00968312275447,18.0
70,mp-999295,57.0,18.0
815,mp-571310,37.07484646114559,18.0
871,mp-3472,31.65361047729888,18.0
2449,mp-567655,26.701903825268946,18.0
2122,mp-1730,22.72361485344654,18.0
2123,mp-8765,18.70655723989281,18.0
1429,mp-866174,16.12064278446941,18.0
1092,mp-3205,31.0,18.0
2147,mp-971733,57.113526385576534,18.0
2325,mp-999132,18.74298534619345,18.0
2220,mp-8150,22.77789769997443,18.0
581,mp-861498,18.36711950190191,18.0
177,mp-1017507,27.508683363203588,18.0
2317,mp-997084,23.664265746796865,18.0
979,mp-10687,34.23998275855103,18.0
557,mp-2646,24.19889476016525,18.0
442,mp-559612,11.623090760353909,18.0
438,mp-981397,25.285967127307554,18.0
227,mp-572,21.813183764373246,18.0
2432,mp-1008928,27.49123615615016,18.0
910,mp-863659,16.89382404688515,18.0
1209,mp-978277,29.421452630066003,18.0
541,mp-4730,16.902924971259026,18.0
1757,mp-12015,44.4317388498752,18.0
1666,mp-975868,31.048335910717853,18.0
1606,mp-29476,11.134346611365373,18.0
2250,mp-7420,15.989161625983831,18.0
254,mp-4573,13.246246749528881,18.0
1901,mp-570677,20.505083551939745,18.0
57,mp-4961,32.48273082910086,18.0
2016,mp-10423,14.124133669289849,18.0
958,mp-12801,16.68436160466343,18.0
1803,mp-42022,13.184338781071613,18.0
1677,mp-796,82.47765431586555,18.0
232,mp-1008617,19.162457898107775,18.0
434,mp-7436,14.22832621088605,18.0
2262,mp-867914,9.719512361793525,18.0
2272,mp-864602,19.921349062644985,19.0
104,mp-19816,21.120513609368814,19.0
1368,mp-1340,9.37448921065899,19.0
258,mp-862565,7.147665269491526,19.0
2215,mp-11286,16.281721507790753,19.0
262,mp-2159,20.163512266848144,19.0
2251,mp-319,18.017840274951478,19.0
1022,mp-861505,16.207886677225748,19.0
301,mp-19896,19.683151959562302,19.0
726,mp-570,27.69460165635353,19.0
794,mp-867288,23.61206369589507,19.0
1322,mp-13119,45.0,19.0
1079,mp-1018635,45.39016847144149,19.0
2205,mp-7908,11.599858606756792,19.0
2439,mp-974523,18.46084649035939,19.0
1456,mp-13911,34.31612270086614,19.0
1056,mp-33683,18.375472393264282,19.0
1557,mp-755959,36.0,19.0
1958,mp-3497,18.0,19.0
2377,mp-996965,18.43785984569963,19.0
182,mp-861625,11.22901719176292,19.0
420,mp-15236,15.79319857219923,19.0
424,mp-998890,49.5,19.0
1520,mp-1008524,59.5,19.0
380,mp-3038,19.706525640254572,19.0
1515,mp-20463,24.53140795839081,19.0
875,mp-569628,15.794018674379306,19.0
1001,mp-582227,31.395154620604462,19.0
801,mp-1008376,33.15095770920487,19.0
1602,mp-159,15.5,19.0
428,mp-571059,24.0,19.0
546,mp-861510,17.67861796027259,19.0
1454,mp-7583,3.0,19.0
1445,mp-865907,12.916684058038983,19.0
977,mp-17659,26.721945023788837,19.0
818,mp-239,16.906716316230575,19.0
1867,mp-19774,22.253490713817975,19.0
125,mp-867925,13.520384994766244,19.0
2150,mp-6179,9.755875311127383,19.0
1661,mp-865376,20.853867576949337,19.0
941,mvc-11233,101.390215405514,19.0
231,mp-862849,13.737208875069735,20.0
1146,mp-2991,30.179091649855604,20.0
1168,mp-862757,20.774939920114406,20.0
1141,mp-23095,54.66484248767022,20.0
1100,mp-1029763,90.85763673923051,20.0
1241,mp-982873,15.5,20.0
237,mp-867163,20.1889655349032,20.0
755,mp-9295,21.127268585232727,20.0
687,mp-973353,38.76582412871274,20.0
1208,mp-7400,34.68490371300889,20.0
713,mp-997054,18.975874090184668,20.0
1708,mp-589,47.61907140290417,20.0
265,mp-557668,24.69458927506153,20.0
2049,mp-979424,24.92817263036537,20.0
42,mp-866286,19.371779859559336,20.0
883,mp-1017508,17.6353803771172,20.0
1779,mp-863655,19.704892339886275,20.0
340,mp-551685,16.153444645678327,20.0
830,mp-1176,20.712205913568443,20.0
488,mp-20724,20.85433213611137,20.0
532,mp-15999,14.746390958858989,20.0
1833,mp-982387,17.529643654981673,20.0
1981,mp-4809,22.0,20.0
572,mp-979339,20.008910503112656,20.0
1268,mp-11307,12.333333333333336,20.0
2218,mp-979951,20.722297629718863,20.0
776,mp-29456,12.884769064043336,20.0
1470,mp-979614,20.708622256265627,20.0
1443,mp-1001019,20.51733268683865,20.0
2219,mp-568411,16.82934769648993,20.0
317,mp-864791,23.02996817266676,20.0
627,mp-7433,15.676588007936175,20.0
1375,mp-20261,12.84733321196158,20.0
828,mp-864794,22.872620484206205,20.0
454,mp-867353,18.800921204533864,20.0
1363,mp-1021672,38.31494271904385,20.0
157,mp-862892,18.35265008258121,20.0
448,mp-864641,4.80968243986607,20.0
300,mp-675880,20.0,20.0
1296,mp-16365,16.323191411453806,20.0
2433,mp-552265,27.0,20.0
2283,mp-224,11.0,20.0
2022,mp-21177,21.964176125575577,20.0
935,mp-556125,26.623486653552927,20.0
2170,mp-10178,43.0,21.0
376,mp-28067,16.129464765944203,21.0
359,mp-867130,20.11878837491916,21.0
1103,mp-31441,32.850418219477746,21.0
704,mp-974415,62.78370595998707,21.0
850,mp-568537,16.472640052823824,21.0
